Gene	log10_ci_low	log10_ci_high	log10_map
MIA	-1.73952098	-0.33729027	-1.08246135
MIA2	-2.10462971	-0.78616701	-1.4014496
MIA3	-1.70438835	-1.16869485	-1.45044042
MIB1	-5.97238172	-1.91367705	-2.71912389
MIB2	-6.00349621	-2.11032359	-3.08091247
MICA	-6.16369276	-2.376713	-4.17432375
MICAL1	-5.9007146	-1.96487142	-2.70247321
MICAL2	-1.80443638	-1.13522311	-1.45842076
MICAL3	-1.53794271	-0.9800413	-1.2628833
MICALCL	-6.01974839	-2.17234555	-3.20008992
MICALL1	-4.52471532	-1.2218389	-1.79860806
MICALL2	-6.1452078	-2.219806	-3.75961907
MICB	-6.07824371	-2.02685998	-3.77131502
MICU1	-6.15513012	-2.22045479	-3.36444621
MICU2	-6.1384641	-2.59253931	-3.76074748
MICU3	-6.14049538	-2.09352347	-3.04848919
MIDN	-1.83571039	-0.33954792	-1.0985412
MIEF1	-5.88796159	-1.49491584	-2.06161061
MIEF2	-1.54586956	-0.08458059	-0.76385636
MIEN1	-6.13191591	-1.73109899	-2.76823419
MIER1	-1.5526494	-0.6631778	-1.13407453
MIER2	-6.04792892	-1.82756529	-2.58295549
MIER3	-1.40038016	-0.29293607	-0.86160363
MIF4GD	-6.19153106	-2.28251353	-3.88732711
MIIP	-6.03254611	-2.02140694	-3.05098838
MILR1	-6.16481112	-1.62707254	-2.73641095
MINA	-5.83714209	-1.48554273	-2.05295991
MINK1	-0.97125074	-0.16030767	-0.53776397
MINOS1	-5.49286956	-0.01759393	-0.96193868
MINOS1-NBL1	-6.16215119	-1.76225761	-3.6334414
MINPP1	-2.0192915	-0.78380694	-1.37198207
MIOS	-1.78093706	-1.09193896	-1.4375858
MIOX	-6.2415898	-2.39425499	-3.83143177
MIP	-2.3061973	-0.22142249	-1.15759959
MIPEP	-6.09025917	-2.08407185	-2.95477094
MIPOL1	-6.11571837	-2.08163531	-2.9758786
MIS12	-5.27455215	-0.00525849	-0.91141389
MIS18A	-6.21835483	-2.25747709	-3.54336852
MIS18BP1	-5.65971995	-1.62767535	-2.18711517
MISP	-6.04631967	-2.07830796	-2.9269806
MITD1	-2.21506469	-0.50184125	-1.31505765
MITF	-1.45878481	-0.46864822	-0.99579437
MIXL1	-6.20324816	-2.11846487	-3.8485218
MKI67	-4.60801353	-1.64686963	-2.39700966
MKKS	-5.85829242	-1.36445378	-1.92575317
MKL1	-1.47502027	-0.47497479	-1.01865031
MKL2	-1.1947836	-0.22658441	-0.71583845
MKLN1	-1.38604212	-0.42746549	-0.9294085
MKNK1	-6.0209603	-1.72965695	-2.49114276
MKNK2	-3.66610286	-0.94814057	-1.63438308
MKRN1	-1.21505998	-0.25123038	-0.51596757
MKRN2	-3.67971617	-0.82859909	-1.55911572
MKRN3	-4.57397014	-0.46458903	-1.40556724
MKS1	-5.88220706	-1.70885337	-2.39271647
MKX	-2.653139	-0.4216176	-1.34871104
MLANA	-6.15306477	-2.01111141	-4.03097567
MLC1	-6.09753501	-1.93818947	-2.70415499
MLEC	-1.53267039	-0.08862015	-0.70554035
MLF1	-6.11940806	-2.13025993	-3.06148463
MLF2	-1.28738679	-0.09287105	-0.68332826
MLH1	-2.78429776	-1.22521366	-1.74988334
MLH3	-6.01071173	-2.00077929	-3.11559739
MLIP	-6.1682529	-2.18082241	-3.29355615
MLK4	-5.07017228	-1.38875631	-1.93809634
MLKL	-6.17399587	-2.24975001	-3.65403984
MLLT1	-1.6644527	-0.33868638	-1.0461635
MLLT10	-1.28424168	-0.37827254	-0.8313988
MLLT11	-6.07852855	-0.22718504	-1.16639417
MLLT3	-1.25746578	-0.08969647	-0.60957089
MLLT4	-1.50608144	-0.95528786	-1.25039852
MLLT6	-6.23906563	-2.39363155	-3.51185624
MLN	-5.45357375	-0.00455624	-0.98032732
MLNR	-6.04045131	-1.06915166	-1.78029393
MLPH	-5.59863079	-1.32835226	-2.03701602
MLST8	-4.39243913	-0.96691209	-1.64177019
MLTK	-2.28560379	-1.28391785	-1.64719595
MLX	-5.89293562	-1.00981381	-1.72421201
MLXIP	-1.39940941	-0.29500424	-0.83214511
MLXIPL	-2.72757063	-1.13799946	-1.65245134
MLYCD	-6.02153184	-1.65620187	-2.30145619
MMAA	-6.07842553	-2.01109807	-3.14298731
MMAB	-6.1434126	-1.99455998	-3.02272475
MMACHC	-6.13502382	-2.15939659	-3.32975287
MMADHC	-5.33193263	-1.03615297	-1.77587709
MMD	-6.09430143	-1.71458531	-2.96545111
MMD2	-6.10825287	-1.84738967	-2.82546327
MME	-5.98213388	-1.95237745	-2.92775151
MMEL1	-6.0776246	-2.03141381	-3.04665464
MMP1	-6.17586688	-2.48901486	-3.62191791
MMP10	-6.08183425	-2.95976054	-4.21743999
MMP11	-6.16553912	-2.21221497	-3.38963926
MMP13	-6.19617139	-2.3404528	-3.57991998
MMP14	-6.06972032	-2.12721045	-3.38401454
MMP15	-1.9402412	-1.01405972	-1.44226334
MMP16	-1.84932224	-0.8993028	-1.38359335
MMP17	-6.03300143	-1.71965618	-2.51866839
MMP19	-5.99368015	-2.20774222	-3.31893959
MMP2	-1.33462752	-0.27115176	-0.83757597
MMP20	-6.08012141	-2.3433013	-3.99438577
MMP21	-6.05848718	-2.08143856	-2.96730279
MMP23B	-6.15066883	-0.30203611	-1.27230928
MMP24	-1.93746045	-0.78178608	-1.36027767
MMP25	-6.01448589	-1.99945625	-3.21684706
MMP26	-6.21442973	-2.27671951	-3.41754011
MMP27	-6.14123152	-2.23214499	-3.52187501
MMP28	-4.39935979	-0.00909789	-0.87073807
MMP3	-6.17659536	-2.22651401	-3.15413992
MMP7	-6.1139266	-1.95313977	-2.84615443
MMP8	-6.10418286	-2.17833039	-3.10275457
MMP9	-6.18394809	-2.30473616	-3.65532466
MMRN1	-6.08535295	-2.0518923	-3.23894186
MMRN2	-6.15805761	-2.23651726	-3.62525375
MMS19	-2.11288811	-1.3284928	-1.63231362
MMS22L	-1.84137095	-1.23677234	-1.51264746
MN1	-1.12751958	-0.07907236	-0.53195929
MNAT1	-6.13334343	-2.04782851	-3.18811775
MND1	-6.06826548	-1.84955412	-2.87797583
MNDA	-6.13063256	-2.15081325	-3.80194165
MNS1	-6.05314407	-2.07795461	-3.46759902
MNT	-1.36883154	-0.09600977	-0.63983245
MNX1	-2.68118546	-0.00834895	-0.85067353
MOAP1	-3.86314419	-0.1534513	-1.22532035
MOB1A	-2.79791542	-0.00232088	-0.84455598
MOB1B	-1.99969014	-0.01178381	-0.76830992
MOB2	-1.58144502	-0.08449154	-0.69161106
MOB3A	-6.23078497	-2.30749294	-3.88582882
MOB3B	-5.9931083	-1.23052738	-1.85047818
MOB4	-1.64165848	-0.08376039	-0.72931355
MOBP	-6.04980059	-0.23251571	-1.21948021
MOCOS	-6.0481339	-2.08010535	-3.56307612
MOCS1	-6.12634678	-2.14735072	-3.0507321
MOCS2	-6.08705812	-1.41303809	-2.01445046
MOCS3	-6.1445571	-1.9334262	-3.02510793
MOG	-1.39443971	-0.09954104	-0.71043306
MOGAT1	-6.09536067	-2.23227341	-3.47538499
MOGAT2	-4.11079384	-0.65488443	-1.48572514
MOGAT3	-6.16393687	-2.30842236	-4.00808379
MOGS	-5.32648249	-1.26289371	-1.94752008
MOK	-6.256665	-3.74884807	-5.20829918
MON1A	-5.93461299	-1.78936651	-2.41115348
MON1B	-1.78193772	-0.76223867	-1.28560011
MON2	-1.76548875	-1.24569968	-1.48418365
MORC1	-2.55768551	-1.36747755	-1.7894512
MORC2	-0.85507537	-0.0500528	-0.39556408
MORC3	-0.97496187	-0.06537618	-0.42622559
MORF4L1	-1.51401841	-0.32835279	-0.93924404
MORN1	-6.11667906	-2.07148743	-3.3500042
MORN2	-6.12935307	-0.30453491	-1.24432949
MORN3	-6.20977969	-2.31358868	-3.7908175
MORN4	-3.61833687	-0.00471728	-0.82130145
MORN5	-6.14917957	-1.8678391	-3.42141737
MOS	-3.68259923	-0.00971842	-0.86031611
MOSPD3	-1.4654545	-0.09083596	-0.68258351
MOV10	-1.14446665	-0.21059304	-0.6535015
MOV10L1	-5.90327685	-1.93727591	-2.75459367
MOXD1	-6.14089874	-2.18219927	-3.5144148
MPC1	-6.06104619	-0.62608172	-1.54419748
MPC2	-4.36089639	-0.00116085	-0.9011428
MPDU1	-6.18119991	-2.25354723	-3.6448474
MPDZ	-4.1937385	-1.62850174	-2.30318856
MPEG1	-6.18040728	-2.24702976	-3.21953762
MPG	-6.05706912	-2.00516012	-2.9660133
MPHOSPH10	-1.68314387	-0.71632789	-1.24534041
MPHOSPH6	-6.1400474	-1.70997998	-2.64579895
MPHOSPH8	-2.06328467	-1.14956137	-1.55320154
MPHOSPH9	-2.60699364	-1.39801055	-1.83118662
MPI	-6.10530093	-1.91037482	-2.72780413
MPL	-6.1004235	-2.15952942	-3.37349015
MPLKIP	-6.19616288	-1.98851817	-4.25451795
MPND	-5.98529525	-1.58515522	-2.18909601
MPO	-6.15832718	-2.6465022	-3.60141176
MPP2	-3.38769484	-1.15144315	-1.71185321
MPP3	-2.07997495	-1.26624679	-1.59919021
MPP4	-6.05450128	-2.11977598	-3.48247694
MPP5	-1.90402201	-0.99889959	-1.4214258
MPP6	-1.5372998	-0.49759614	-1.01099018
MPP7	-5.94742182	-1.80110573	-2.42764242
MPPE1	-5.98778717	-1.69009955	-2.27796045
MPPED1	-5.88037445	-1.32757747	-1.91424488
MPPED2	-1.36797231	-0.10615221	-0.7415368
MPRIP	-1.41303502	-0.57249495	-1.04822781
MPST	-6.09234141	-1.9713317	-3.48069699
MPV17	-6.14385097	-2.09331151	-3.247041
MPV17L	-6.09592549	-1.42002187	-2.01839421
MPV17L2	-6.11980098	-1.79758056	-3.36108253
MPZ	-4.24985163	-0.16576058	-1.23360643
MPZL1	-5.86600251	-0.78572684	-1.593346
MPZL2	-6.19142658	-2.32428447	-3.82235246
MPZL3	-6.11165152	-2.09364995	-3.04652404
MR1	-6.16898686	-2.30522552	-4.00986083
MRAP	-6.235916	-2.21096798	-3.85221954
MRAP2	-6.16144943	-1.97464635	-4.21692218
MRAS	-3.869113	-0.01245598	-0.8804504
MRC1	-1.88494097	-0.34131105	-1.13735339
MRC1L1	-1.42743483	-0.30464065	-0.88573217
MRC2	-1.39472193	-0.71357845	-1.06130312
MRE11A	-6.11625568	-2.16768182	-3.14505159
MREG	-5.97242391	-1.40579731	-2.10748667
MRFAP1	-5.70350914	-0.06807893	-1.00215048
MRFAP1L1	-6.1652096	-1.64615297	-2.93731201
MRGBP	-1.7543891	-0.05322135	-0.73537278
MRGPRF	-6.0234469	-1.28342643	-1.9191228
MRI1	-6.16286449	-2.24031439	-3.47585378
MRM1	-6.16276824	-1.95480393	-3.44145799
MRO	-6.14376469	-2.08632923	-3.96566689
MROH1	-1.48330048	-0.32068586	-0.92566809
MROH2A	-0.81886074	-0.04754881	-0.37136122
MROH2B	-6.30098294	-3.70758698	-5.38242707
MROH5	-6.2357521	-0.83956891	-1.78864636
MROH6	-6.15469507	-2.20448112	-3.17048196
MROH7	-5.83397197	-1.71016803	-2.51255912
MROH8	-5.97526702	-2.06624455	-3.09094931
MROH9	-5.4574419	-1.50326284	-2.05517989
MRP63	-6.09404821	-0.26024505	-1.24136281
MRPL1	-6.02165869	-1.65552588	-2.36944949
MRPL10	-3.60538626	-0.13235155	-1.21555925
MRPL11	-6.24397046	-2.52524126	-4.55534469
MRPL12	-6.05412547	-1.47821854	-2.09386774
MRPL13	-6.13366283	-1.9456133	-2.71887316
MRPL14	-6.08463137	-1.58939361	-2.1708008
MRPL15	-6.00219154	-1.53538993	-2.12248794
MRPL16	-6.00883007	-1.53134912	-2.09427964
MRPL17	-5.49082864	-0.00762612	-0.9327111
MRPL18	-6.14328884	-2.08054657	-3.19883747
MRPL19	-5.32967709	-0.81463017	-1.5872511
MRPL2	-2.28001038	-1.02403657	-1.53400841
MRPL20	-6.14099899	-1.7400013	-2.92853421
MRPL21	-6.23922756	-2.39283782	-3.90552458
MRPL22	-6.01854222	-1.71842199	-2.69909576
MRPL23	-6.07803431	-1.40214855	-2.03131154
MRPL24	-6.15352411	-2.15325522	-3.45524388
MRPL27	-5.1053293	-0.01009385	-0.91472359
MRPL28	-6.22235239	-2.338868	-3.65020295
MRPL3	-6.07503851	-1.83661392	-2.51146988
MRPL32	-6.19306533	-2.17635601	-4.87909524
MRPL33	-5.00399702	-0.00454763	-0.89154672
MRPL34	-6.26617993	-2.30552519	-4.29630835
MRPL35	-5.69695573	-0.68788826	-1.53341259
MRPL37	-6.05876408	-1.87411215	-2.69967506
MRPL38	-6.13619328	-2.19148537	-3.38073017
MRPL39	-6.08476569	-1.94770976	-2.75644842
MRPL4	-6.11412112	-2.47996831	-4.38652196
MRPL40	-5.53737388	-0.87524438	-1.62113211
MRPL41	-6.02519128	-0.21463675	-1.14302127
MRPL42	-6.10837754	-1.47324402	-2.30226913
MRPL43	-6.1787202	-2.09316296	-3.21683732
MRPL44	-6.06513766	-1.51297125	-2.26122001
MRPL45	-6.13415779	-2.04466425	-3.2221128
MRPL46	-6.22512621	-2.39219827	-3.73646521
MRPL47	-2.02795749	-0.55319555	-1.29116501
MRPL48	-5.80115258	-1.17623414	-1.79382375
MRPL49	-6.23867076	-2.41912099	-3.73567686
MRPL50	-6.1499274	-1.95024472	-3.4042961
MRPL51	-3.49949743	-0.00438382	-0.84008071
MRPL52	-6.21231295	-2.31340687	-3.79584258
MRPL53	-5.77105898	-0.09599636	-1.03020409
MRPL55	-6.12772891	-1.86926283	-3.09927406
MRPL9	-6.00765402	-1.47725337	-2.03354172
MRPS10	-6.12964317	-1.9742862	-3.20792868
MRPS11	-6.19470017	-2.09362304	-3.29235698
MRPS12	-6.12319087	-0.65768557	-1.58321421
MRPS14	-6.18532718	-2.25192111	-3.67265188
MRPS15	-6.14824341	-2.15988226	-3.41362005
MRPS16	-5.82909344	-0.11381992	-1.04579676
MRPS18A	-6.1290761	-2.01998585	-3.31851782
MRPS18B	-4.7151216	-0.71840238	-1.52450886
MRPS18C	-6.24593544	-2.43909385	-3.93074072
MRPS2	-6.14854619	-1.72906219	-2.57458431
MRPS21	-5.28160166	-0.01458094	-0.90141459
MRPS22	-6.07902232	-1.91391776	-2.68846971
MRPS23	-1.56272958	-0.09108178	-0.72991659
MRPS24	-5.94888066	-1.19149054	-1.84040009
MRPS25	-5.94809847	-1.16999106	-1.80689213
MRPS26	-5.97680427	-1.20506043	-1.8390388
MRPS27	-5.79447891	-1.52458073	-2.10843418
MRPS28	-6.22775436	-2.4095106	-4.31307948
MRPS30	-6.14361036	-2.20005645	-3.37328832
MRPS31	-4.25346883	-0.96247074	-1.63501435
MRPS33	-6.19552653	-2.20113189	-3.54585837
MRPS34	-6.19864528	-1.75887241	-3.39427324
MRPS35	-4.93686869	-1.00654692	-1.67041109
MRPS36	-6.13699613	-1.32833944	-2.04188205
MRPS5	-1.85743842	-0.7745874	-1.33258171
MRPS6	-6.15414474	-1.78004385	-2.60813043
MRPS7	-6.07661749	-1.50380038	-2.14309023
MRPS9	-2.32997113	-1.10010186	-1.57037989
MRRF	-6.23460995	-2.44187691	-3.63933968
MRS2	-5.76312448	-1.39199446	-2.09885236
MRTO4	-1.48326982	-0.09287297	-0.68747276
MRVI1	-2.35660086	-1.32014936	-1.69734607
MS4A1	-5.95905663	-1.17236233	-1.80482609
MS4A10	-6.23151121	-2.38412105	-3.74587653
MS4A13	-6.15901114	-1.80053989	-2.599699
MS4A14	-6.25797995	-2.43475243	-3.87219055
MS4A15	-6.21606274	-2.2755697	-3.80115074
MS4A2	-6.11608553	-2.39215885	-3.66952372
MS4A3	-6.08764685	-1.53060738	-2.19688181
MS4A4A	-6.13943095	-1.85396771	-2.96576242
MS4A4E	-6.16962346	-1.00720547	-1.89263666
MS4A5	-6.22276723	-2.35019533	-3.79564862
MS4A6A	-6.21861845	-2.22301065	-3.55319879
MS4A6E	-6.06829603	-0.63408269	-1.53931926
MS4A7	-6.20023106	-2.09980666	-3.5711428
MS4A8	-6.09023502	-1.52609172	-2.17591617
MSANTD1	-5.53626207	-0.35054689	-1.36370158
MSANTD2	-1.7646648	-0.56924153	-1.17852857
MSANTD3	-1.92408027	-0.30918047	-1.12624287
MSANTD3-TMEFF1	-5.79407235	-1.37118886	-1.95508815
MSANTD4	-2.12431675	-0.92140286	-1.45847695
MSC	-5.4855561	-0.01113261	-0.95554232
MSGN1	-5.73211776	-0.07789971	-1.01628642
MSH2	-1.63300882	-0.87726906	-1.2695227
MSH3	-6.07090099	-2.10619119	-3.26235337
MSH4	-6.10392468	-2.17472588	-3.37590588
MSH5	-5.92605771	-1.96304119	-2.74286057
MSH6	-1.87702129	-1.27311153	-1.54008383
MSI1	-1.18015154	-0.08150216	-0.53654559
MSI2	-1.29883031	-0.08960909	-0.65107378
MSL1	-1.25921964	-0.08941073	-0.6280217
MSL2	-1.26814713	-0.0911251	-0.59120235
MSLN	-6.0607414	-2.06831446	-3.48989765
MSLNL	-6.03773004	-2.23782128	-3.44219081
MSMB	-5.61630773	-0.03736415	-0.96965446
MSMO1	-3.14619812	-0.15221621	-1.20602342
MSMP	-2.47637895	-0.00519007	-0.81210889
MSR1	-6.17506036	-2.92099391	-4.30561935
MSRA	-6.14968918	-1.93616559	-2.91074779
MSRB1	-6.21269121	-2.12508267	-4.46448596
MSRB2	-6.14989458	-1.67540262	-2.37960344
MSRB3	-5.66021077	-0.4002802	-1.37351142
MSS51	-6.10597849	-2.15569241	-3.6632325
MST1	-6.09223279	-2.52101671	-4.04704296
MST1R	-5.96267514	-1.96606281	-2.98488426
MSTN	-1.72170572	-0.33799607	-1.05131656
MSTO1	-5.7682005	-1.42286688	-1.98748664
MSX1	-6.08023676	-0.63598349	-1.57512099
MSX2	-3.1983005	-0.00656557	-0.83212905
MT1A	-6.03373624	-0.21023099	-1.1031992
MT1B	-6.18345223	-1.04098534	-1.94287087
MT1E	-6.03249711	-0.21173196	-1.12157972
MT1F	-5.90134663	-0.14597915	-1.06895717
MT1M	-6.19159225	-1.04568577	-2.09392598
MT2A	-6.22820579	-2.1083617	-4.04661614
MT3	-5.81599069	-0.09818142	-1.05864962
MTA1	-1.01495749	-0.06292279	-0.435504
MTA2	-6.0325614	-2.14820899	-3.20563301
MTA3	-1.87193288	-0.78132544	-1.36636789
MTAP	-6.08306993	-1.63385652	-2.40636011
MTBP	-5.97364056	-1.92621444	-2.54436679
MTCH1	-1.74831407	-0.56806515	-1.19383471
MTCH2	-2.32651273	-1.02077104	-1.54914093
MTDH	-1.79160788	-0.76550717	-1.30598004
MTERF	-6.06583405	-2.12322249	-3.06142439
MTERFD1	-6.08277178	-1.821884	-2.57004328
MTERFD2	-6.21670611	-2.28418649	-3.71459129
MTERFD3	-6.14505203	-2.09614483	-3.48766428
MTF1	-1.45181689	-0.46282433	-0.97923919
MTF2	-1.34083628	-0.2714735	-0.83564799
MTFMT	-6.19169159	-2.33785395	-3.70326835
MTFP1	-6.19651911	-1.94145064	-3.7475321
MTFR1	-5.78068987	-1.38057441	-1.9505836
MTFR1L	-1.93640307	-0.30640664	-1.11069059
MTFR2	-6.19799452	-2.28327103	-3.77768257
MTG1	-5.25285469	-0.7731277	-1.55309311
MTG2	-3.89650655	-0.6733759	-1.48563939
MTHFD1	-2.00390123	-1.24091301	-1.56018284
MTHFD1L	-4.01618498	-1.27201398	-1.93052128
MTHFD2	-1.29888169	-0.09327114	-0.59932989
MTHFD2L	-6.1130602	-1.91061627	-3.36849611
MTHFR	-5.92826143	-1.72849144	-2.44287823
MTHFS	-6.22280123	-2.31013385	-3.646075
MTHFSD	-6.08756323	-2.02786762	-3.76267941
MTIF2	-6.13540897	-2.16626407	-3.20508062
MTIF3	-6.18475316	-2.20020935	-3.32036223
MTL5	-5.55539019	-1.21701872	-1.83274192
MTMR10	-2.05509248	-1.14609007	-1.54016626
MTMR11	-6.04629474	-2.1086171	-3.35235299
MTMR12	-1.70931475	-0.91979521	-1.29410794
MTMR14	-5.94631159	-1.78203522	-2.55407884
MTMR2	-1.84688992	-1.15333015	-1.48568314
MTMR3	-1.74282636	-1.14060724	-1.4367339
MTMR4	-1.09017007	-0.19884417	-0.62166592
MTMR6	-4.41982302	-1.17270622	-1.83485806
MTMR7	-6.04440716	-1.95781281	-2.66048001
MTMR9	-1.83146809	-0.96991994	-1.3865628
MTNR1A	-6.1207267	-2.03177843	-3.79893573
MTNR1B	-1.75678711	-0.05021081	-0.75613443
MTO1	-1.95416186	-1.15508526	-1.5202155
MTOR	-1.26274485	-0.77702107	-1.03414921
MTPAP	-1.42953414	-0.30420932	-0.89413213
MTPN	-5.36471053	-0.01462188	-0.9383782
MTR	-6.2960815	-2.49994984	-4.93203108
MTRF1	-6.07581014	-2.17970397	-3.45513297
MTRF1L	-6.18154633	-2.20449584	-3.56868646
MTRR	-5.99520448	-1.89305638	-2.68499705
MTSS1	-1.58837773	-0.67485097	-1.1507844
MTSS1L	-1.65095233	-0.71224102	-1.20334935
MTTP	-2.31015107	-1.28576033	-1.65285173
MTURN	-5.47557931	-0.01459335	-0.95713087
MTUS1	-5.95481554	-2.11826764	-2.99454659
MTUS2	-1.77786302	-1.00792823	-1.39861611
MTX1	-3.00668665	-0.66493343	-1.4699111
MTX2	-3.26343457	-0.3991713	-1.38318432
MTX3	-5.99782068	-1.54390032	-2.1416788
MUC1	-5.32214637	-1.05941178	-1.70748499
MUC12	-5.95095202	-1.95947697	-2.75089012
MUC13	-5.61812465	-1.15650513	-1.77889833
MUC15	-5.87542319	-1.23151828	-1.84456635
MUC16	-2.82703373	-1.77928253	-2.1361212
MUC17	-5.93787575	-2.10834242	-2.91968423
MUC2	-1.73956054	-1.28677366	-1.50308965
MUC20	-6.17746829	-1.98831789	-3.14861731
MUC21	-6.20338857	-0.77151702	-1.69275152
MUC4	-5.22411326	-1.92646676	-2.92146326
MUC5AC	-5.50817596	-1.43714643	-1.9979631
MUC5B	-1.49763344	-1.0592798	-1.27719939
MUC6	-5.80704531	-2.08899776	-2.90124512
MUC7	-6.1701557	-0.30553632	-1.2487055
MUCL1	-6.15431408	-2.24699571	-4.00577316
MUL1	-6.06469789	-1.7944772	-2.5717987
